player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Tyonyious-Fairbanks,10/29/19,00:00:00,1572321600-327,[Wristguards of True Flight],18812,item:18812::::::::60,Main Spec,nil,SHAMAN,Molten Core,Majordomo Executus,,409,,,,1,false,Mail,Wrist,,Tyonyious-Fairbanks
Tyonyious-Fairbanks,11/05/19,00:00:00,1572930000-337,[Deep Earth Spaulders],18829,item:18829::::::::60,Response,nil,SHAMAN,Molten Core,Magmadar,,409,,,,1,false,Mail,Shoulder,,Tyonyious-Fairbanks
Tyonyious-Fairbanks,11/26/19,00:00:00,1574744400-436,[Earthfury Vestments],16841,item:16841::::::::60,Response,nil,SHAMAN,Molten Core,Golemagg the Incinerator,,409,,,,1,false,Mail,Chest,,Tyonyious-Fairbanks
Cetan-Fairbanks,10/29/19,00:00:00,1572321600-318,[Quick Strike Ring],18821,item:18821::::::::60,Main Spec,nil,WARRIOR,Molten Core,Magmadar,,409,,,,1,false,Miscellaneous,Finger,,Cetan-Fairbanks
Cetan-Fairbanks,11/19/19,00:00:00,1574139600-409,[Flamewaker Legplates],18861,item:18861::::::::60,Response,nil,WARRIOR,Molten Core,Sulfuron Harbinger,,409,,,,1,false,Plate,Legs,,Cetan-Fairbanks
Cetan-Fairbanks,11/26/19,00:00:00,1574744400-446,[Eye of Sulfuras],17204,item:17204::::::::60,Response,nil,WARRIOR,Molten Core,Ragnaros,,409,,,,1,false,Trade Goods,,,Cetan-Fairbanks
Cetan-Fairbanks,2/04/20,23:39:42,1580895582-11,[Gauntlets of Might],16863,item:16863::::::::60,Off Spec,7,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:22868:927:::::::60:::14::::|h[Blood Guard's Plate Gauntlets]|h|r,,2,false,Plate,Hands,,Kuwanger-Fairbanks
Cetan-Fairbanks,2/04/20,23:45:06,1580895906-24,[Gutgore Ripper],17071,item:17071::::::::60,Off Spec,0,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,"|cffff8000|Hitem:17182:1900:::::::60:::::::|h[Sulfuras, Hand of Ragnaros]|h|r",,2,false,Daggers,One-Hand,,Kuwanger-Fairbanks
Cetan-Fairbanks,2/04/20,23:46:27,1580895987-27,[Drillborer Disk],17066,item:17066::::::::60,Off Spec,2,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,,,2,false,Shields,Off Hand,,Kuwanger-Fairbanks
Cetan-Fairbanks,2/04/20,23:58:17,1580896697-28,[Belt of Might],16864,item:16864::::::::60,Off Spec,5,WARRIOR,Onyxia's Lair-40 Player,Ragnaros,9,249,40,|cff0070dd|Hitem:13142::::::::60:::1::::|h[Brigam Girdle]|h|r,,2,false,Plate,Waist,,Kuwanger-Fairbanks
Cetan-Fairbanks,3/08/20,21:38:11,1583735891-7,[Sabatons of Might],16862,item:16862::::::::60,Off Spec,10,WARRIOR,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:14616:911:::::::60:::1::::|h[Bloodmail Boots]|h|r,,2,false,Plate,Feet,,Gehennas
Cetan-Fairbanks,3/08/20,22:50:41,1583740241-25,[Onslaught Girdle],19137,item:19137::::::::60,Main Spec,11,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:13142::::::::60:::1::::|h[Brigam Girdle]|h|r,,1,false,Plate,Waist,,Ragnaros
Cetan-Fairbanks,3/11/20,01:01:36,1583920896-7,[Deathbringer],17068,item:17068::::::::60,Main Spec,9,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:12940:1900:::::::60:::1::::|h[Dal'Rend's Sacred Charge]|h|r,|cff0070dd|Hitem:12939:1900:::::::60:::1::::|h[Dal'Rend's Tribal Guardian]|h|r,1,false,One-Handed Axes,One-Hand,,Onyxia
Cetan-Fairbanks,3/15/20,21:50:12,1584341412-10,[Brutality Blade],18832,item:18832::::::::60,Main Spec,5,WARRIOR,Molten Core-40 Player,Garr,9,409,40,"|cffff8000|Hitem:17182:1900:::::::60:::::::|h[Sulfuras, Hand of Ragnaros]|h|r",,1,false,One-Handed Swords,One-Hand,"Like, I want it... but I can get a different offhand as well. ",Garr
Cetan-Fairbanks,3/15/20,22:31:40,1584343900-23,[Core Forged Greaves],18806,item:18806::::::::60,Pass,2,WARRIOR,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:14616:911:::::::60:::1::::|h[Bloodmail Boots]|h|r,,PASS,false,Plate,Feet,,Majordomo Executus
Cetan-Fairbanks,3/17/20,23:55:37,1584521737-3,[Formula: Enchant Bracer - Superior Spirit],16218,item:16218::::::::60,Off Spec,1,WARRIOR,Blackwing Lair-40 Player,Firemaw,9,469,40,,,2,false,Enchanting,,,Firemaw
Cetan-Fairbanks,3/22/20,21:21:37,1584944497-2,[Legplates of Might],16867,item:16867::::::::60,Off Spec,5,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:22873::::::::60:::14::::|h[Legionnaire's Plate Leggings]|h|r,,2,false,Plate,Legs,,Magmadar
Cetan-Fairbanks,3/22/20,21:24:34,1584944674-5,[Cenarion Belt],16828,item:16828::::::::60,Banking,3,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:19137::::::::60:::::::|h[Onslaught Girdle]|h|r,,2,true,Leather,Waist,,Magmadar
Cetan-Fairbanks,3/22/20,21:39:43,1584945583-11,[Helm of Might],16866,item:16866::::::::60,Off Spec,5,WARRIOR,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:12640:1506:::::::60:::::::|h[Lionheart Helm]|h|r,,2,false,Plate,Head,,Garr
Cetan-Fairbanks,5/03/20,21:41:08,1588574468-14,[Seal of the Archmagus],17110,item:17110::::::::60,PvP Item,1,WARRIOR,Molten Core-40 Player,Baron Geddon,9,409,40,|cffa335ee|Hitem:19325::::::::60:::14::::|h[Don Julio's Band]|h|r,|cffa335ee|Hitem:18821::::::::60:::::::|h[Quick Strike Ring]|h|r,3,false,Miscellaneous,Finger,,Baron Geddon
Cetan-Fairbanks,5/03/20,22:05:03,1588575903-23,[Pauldrons of Might],16868,item:16868::::::::60,Off Spec,4,WARRIOR,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:23243:2483:::::::60:::14::::|h[Champion's Plate Shoulders]|h|r,,2,false,Plate,Shoulder,,Sulfuron Harbinger
Cetan-Fairbanks,5/05/20,23:27:52,1588753672-20,[Chromatic Boots],19387,item:19387::::::::60,Main Spec,6,WARRIOR,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cff0070dd|Hitem:14616:911:::::::60:::1::::|h[Bloodmail Boots]|h|r,,1,false,Plate,Feet,,Chromaggus
Cetan-Fairbanks,5/06/20,02:03:05,1588762985-8,[The Eye of Hakkar],19856,item:19856::::::::60,Main Spec,4,WARRIOR,Zul'Gurub-20 Player,Hakkar,148,309,20,|cffa335ee|Hitem:18404::::::::60:::11::::|h[Onyxia Tooth Pendant]|h|r,,1,false,Miscellaneous,Neck,,Hakkar
Cetan-Fairbanks,5/12/20,23:50:16,1589359816-3,[Malfurion's Blessed Bulwark],19405,item:19405::::::::60,Main Spec,3,WARRIOR,Blackwing Lair-40 Player,Unknown,9,469,40,|cff0070dd|Hitem:14637:928:::::::60:::1::::|h[Cadaverous Armor]|h|r,,1,false,Leather,Chest,,Geas-Fairbanks
Cetan-Fairbanks,5/25/20,00:28:28,1590398908-16,[Eight of Beasts],19236,item:19236::::::::60,Off Spec,0,WARRIOR,Zul'Gurub-20 Player,High Priestess Mar'li,148,309,20,,,2,false,Junk,,,High Priestess Mar'li
Cetan-Fairbanks,5/25/20,00:40:58,1590399658-23,[Ritualistic Legguards],19899,item:19899::::::::60,Main Spec,1,WARRIOR,Zul'Gurub-20 Player,High Priest Thekal,148,309,20,|cff0070dd|Hitem:22873::::::::60:::14::::|h[Legionnaire's Plate Leggings]|h|r,,1,false,Cloth,Legs,,High Priest Thekal
Cetan-Fairbanks,5/25/20,00:52:25,1590400345-32,[Panther Hide Sack],19914,item:19914::::::::60,Main Spec,0,WARRIOR,Zul'Gurub-20 Player,High Priestess Arlokk,148,309,20,,,1,false,Bag,Bag,,High Priestess Arlokk
Cetan-Fairbanks,5/17/20,21:19:59,1589782799-5,[Striker's Mark],17069,item:17069::::::::60,Main Spec,5,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:17072::::::::60:::::::|h[Blastershot Launcher]|h|r,,1,false,Bows,Ranged,gib!,Magmadar
Cetan-Fairbanks,6/15/20,00:09:47,1592212187-23,[Bloodcaller],19864,item:19864::::::::60,Off Spec,2,WARRIOR,Zul'Gurub-20 Player,Hakkar,148,309,20,|cffa335ee|Hitem:17068:1900:::::::60:::::::|h[Deathbringer]|h|r,,2,false,One-Handed Swords,Main Hand,,Hakkar
Cetan-Fairbanks,6/23/20,23:41:11,1592988071-11,[Bracelets of Wrath],16959,item:16959::::::::60,Off Spec,7,WARRIOR,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:19578:1885:::::::60:::14::::|h[Berserker Bracers]|h|r,,2,false,Plate,Wrist,"i don't think i have these but lol, i doubt i would use them. ",Geas-Fairbanks
Cetan-Fairbanks,5/17/20,23:28:36,1589790516-7,[Primal Hakkari Kossack],19723,item:19723::::::::60,Off Spec,1,WARRIOR,Zul'Gurub-20 Player,High Priestess Mar'li,148,309,20,,,2,false,Quest,,,High Priestess Mar'li
Cetan-Fairbanks,7/08/20,00:12:25,1594199545-19,[Styleen's Impeding Scarab],19431,item:19431::::::::60,Off Spec,9,WARRIOR,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:13965::::::::60:::11::::|h[Blackhand's Breadth]|h|r,|cff0070dd|Hitem:11815::::::::60:::1::::|h[Hand of Justice]|h|r,2,false,Miscellaneous,Trinket,,Geas-Fairbanks
Cetan-Fairbanks,7/12/20,22:23:51,1594625031-19,[Aurastone Hammer],17105,item:17105::::::::60,Main Spec,9,WARRIOR,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:17068:1900:::::::60:::::::|h[Deathbringer]|h|r,|cffa335ee|Hitem:18832:1900:::::::60:::::::|h[Brutality Blade]|h|r,1,false,One-Handed Maces,One-Hand,bis =3,Geas-Fairbanks
Cetan-Fairbanks,7/28/20,22:32:45,1596007965-3,[Head of the Broodlord Lashlayer],20383,item:20383::::::::60,Main Spec,0,WARRIOR,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,,,1,false,Quest,,,Broodlord Lashlayer
Cetan-Fairbanks,2/11/20,23:46:35,1581500795-25,[Schematic: Force Reactive Disk],18291,item:18291::::::::60,PvP Item,9,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,,,3,false,Engineering,,,Kuwanger-Fairbanks
Cetan-Fairbanks,2/11/20,23:47:07,1581500827-29,[Eskhandar's Right Claw],18203,item:18203::::::::60,Off Spec,11,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,"|cffff8000|Hitem:17182:1900:::::::60:::::::|h[Sulfuras, Hand of Ragnaros]|h|r",,2,false,Fist Weapons,Main Hand,,Kuwanger-Fairbanks
Cetan-Fairbanks,8/11/20,23:05:03,1597233903-11,[Legplates of Wrath],16962,item:16962::::::::60,Offspec/Greed,3,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:22385:2543:::::::60:::::::|h[Titanic Leggings]|h|r,,2,false,Plate,Legs,,Ragnaros
Cetan-Fairbanks,8/18/20,23:03:37,1597824217-24,[Interlaced Shadow Jerkin],19439,item:19439::::::::60,Off Spec,2,WARRIOR,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:19405:928:::::::60:::::::|h[Malfurion's Blessed Bulwark]|h|r,,2,false,Leather,Chest,,Chromaggus
Cetan-Fairbanks,9/01/20,22:34:05,1599032045-6,[Angelista's Touch],21695,item:21695::::::::60,Off Spec,4,WARRIOR,Ahn'Qiraj Temple-40 Player,Silithid Royalty,9,531,40,|cffa335ee|Hitem:19384::::::::60:::11::::|h[Master Dragonslayer's Ring]|h|r,|cffa335ee|Hitem:18821::::::::60:::::::|h[Quick Strike Ring]|h|r,2,false,Miscellaneous,Finger,,Silithid Royalty
Cetan-Fairbanks,9/01/20,23:16:26,1599034586-1,[Hive Defiler Wristguards],21618,item:21618::::::::60,Main Spec,6,WARRIOR,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,|cff0070dd|Hitem:17746::::::::60:::1::::|h[Noxxion's Shackles]|h|r,,1,false,Plate,Wrist,,Princess Huhuran
Cetan-Fairbanks,9/29/20,23:22:03,1601454123-2,[Vek'nilash's Circlet],20926,item:20926::::::::60,Off Spec,2,WARRIOR,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,|cff0070dd|Hitem:23244:2543:::::::60:::14::::|h[Champion's Plate Helm]|h|r,,2,false,Quest,,,Machinehead-Fairbanks
Cetan-Fairbanks,10/06/20,22:50:58,1602057058-11,[Qiraji Bindings of Command],20928,item:20928::::::::60,Main Spec,5,WARRIOR,Ahn'Qiraj Temple-40 Player,Princess Huhuran,9,531,40,|cff0070dd|Hitem:12927:2486:::::::60:::1::::|h[Truestrike Shoulders]|h|r,|cffa335ee|Hitem:19387:911:::::::60:::::::|h[Chromatic Boots]|h|r,1,false,Quest,,,Princess Huhuran
Cetan-Fairbanks,8/18/20,22:59:33,1597838373-9,[Dragon's Blood Cape],17107,item:17107::::::::60,Off Spec,2,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:19436:849:::::::60:::::::|h[Cloak of Draconic Might]|h|r,,2,false,Cloth,Back,big tanking cloak.,Ragnaros
Oblivianne-Fairbanks,1/28/20,22:27:47,1580286467-7,[Earthfury Gauntlets],16839,item:16839::::::::60,Best in Slot,10,SHAMAN,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:18527::::::::60:::1::::|h[Harmonious Gauntlets]|h|r,,1,false,Mail,Hands,,Gehennas
Oblivianne-Fairbanks,2/04/20,23:37:00,1580895420-5,[Wild Growth Spaulders],18810,item:18810::::::::60,Off Spec,7,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16844::::::::60:::::::|h[Earthfury Epaulets]|h|r,,2,false,Leather,Shoulder,,Kuwanger-Fairbanks
Oblivianne-Fairbanks,2/04/20,23:41:18,1580895678-18,[Seal of the Archmagus],17110,item:17110::::::::60,Main Spec,9,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18314::::::::60:::1::::|h[Ring of Demonic Guile]|h|r,|cff0070dd|Hitem:13178::::::::60:::1::::|h[Rosewine Circle]|h|r,1,false,Miscellaneous,Finger,,Kuwanger-Fairbanks
Oblivianne-Fairbanks,2/19/20,00:06:28,1582106788-3,[Greaves of Ten Storms],16949,item:16949::::::::60,Main Spec,11,SHAMAN,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:16837:911:::::::60:::::::|h[Earthfury Boots]|h|r,,1,false,Mail,Feet,,Broodlord Lashlayer
Oblivianne-Fairbanks,2/25/20,22:26:34,1582705594-3,[Belt of Ten Storms],16944,item:16944::::::::60,Main Spec,9,SHAMAN,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cff0070dd|Hitem:18327::::::::60:::1::::|h[Whipvine Cord]|h|r,,1,false,Mail,Waist,,Vaelastrasz the Corrupt
Oblivianne-Fairbanks,3/08/20,23:09:10,1583741350-0,[Helmet of Ten Storms],16947,item:16947::::::::60,Main Spec,9,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:18870::::::::60:::::::|h[Helm of the Lifegiver]|h|r,,1,false,Mail,Head,,Onyxia
Oblivianne-Fairbanks,3/11/20,00:02:07,1583917327-16,[Shroud of Pure Thought],19430,item:19430::::::::60,Main Spec,4,SHAMAN,Blackwing Lair-40 Player,Flamegor,9,469,40,|cffa335ee|Hitem:18510::::::::60:::::::|h[Hide of the Wild]|h|r,,1,false,Cloth,Back,,Flamegor
Oblivianne-Fairbanks,3/11/20,00:39:11,1583919551-27,[Breastplate of Ten Storms],16950,item:16950::::::::60,Main Spec,9,SHAMAN,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:13346::::::::60:::1::::|h[Robes of the Exalted]|h|r,,1,false,Mail,Chest,,Nefarian
Oblivianne-Fairbanks,4/07/20,22:24:08,1586330648-3,[Pendant of the Fallen Dragon],19371,item:19371::::::::60,Main Spec,8,SHAMAN,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cff0070dd|Hitem:18723::::::::60:::1::::|h[Animated Chain Necklace]|h|r,,1,false,Miscellaneous,Neck,,Vaelastrasz the Corrupt
Oblivianne-Fairbanks,4/21/20,23:50:50,1587545450-4,[Primalist's Linked Waistguard],19393,item:19393::::::::60,Off Spec,6,SHAMAN,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:16944::::::::60:::::::|h[Belt of Ten Storms]|h|r,,2,false,Mail,Waist,,Chromaggus
Oblivianne-Fairbanks,4/26/20,20:00:08,1587978008-6,[Earthfury Helmet],16842,item:16842::::::::60,Mainspec/Need,3,SHAMAN,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:18870::::::::60:::::::|h[Helm of the Lifegiver]|h|r,,1,false,Mail,Head,,Garr
Oblivianne-Fairbanks,4/26/20,20:55:05,1587981305-24,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec/Need,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Oblivianne-Fairbanks,4/21/20,23:39:24,1587544764-1,[Gauntlets of Ten Storms],16948,item:16948::::::::60,Main Spec,9,SHAMAN,Blackwing Lair-40 Player,Flamegor,9,469,40,|cff0070dd|Hitem:18527::::::::60:::1::::|h[Harmonious Gauntlets]|h|r,,1,false,Mail,Hands,,Flamegor
Oblivianne-Fairbanks,5/04/20,00:08:15,1588583295-65,[Panther Hide Sack],19914,item:19914::::::::60,Main Spec,1,SHAMAN,Zul'Gurub-20 Player,High Priestess Arlokk,148,309,20,,,1,false,Bag,Bag,,High Priestess Arlokk
Oblivianne-Fairbanks,5/05/20,22:27:18,1588750038-7,[Boots of Pure Thought],19437,item:19437::::::::60,Main Spec,5,SHAMAN,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:16949::::::::60:::::::|h[Greaves of Ten Storms]|h|r,,1,false,Cloth,Feet,,Vaelastrasz the Corrupt
Oblivianne-Fairbanks,5/07/20,22:44:06,1588923846-23,[Heart of Hakkar],19802,item:19802::::::::60,Main Spec,2,SHAMAN,Zul'Gurub-20 Player,Hakkar,148,309,20,,,1,false,Quest,,,Hakkar
Oblivianne-Fairbanks,5/12/20,23:51:05,1589359865-10,[Empowered Leggings],19385,item:19385::::::::60,Main Spec,5,SHAMAN,Blackwing Lair-40 Player,Unknown,9,469,40,|cffa335ee|Hitem:16946::::::::60:::::::|h[Legplates of Ten Storms]|h|r,,1,false,Cloth,Legs,,Geas-Fairbanks
Oblivianne-Fairbanks,5/21/20,22:45:02,1590133502-10,[Primal Hakkari Idol],22637,item:22637::::::::60,Main Spec,3,SHAMAN,Zul'Gurub-20 Player,Bloodlord Mandokir,148,309,20,,,1,false,Junk,,,Bloodlord Mandokir
Oblivianne-Fairbanks,5/24/20,23:21:33,1590394893-22,[Mature Black Dragon Sinew],18705,item:18705::::::::60,Autopass,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,AUTOPASS,false,Quest,,,Onyxia
Oblivianne-Fairbanks,6/09/20,23:48:46,1591778926-7,[Black Brood Pauldrons],19373,item:19373::::::::60,Off Spec,6,SHAMAN,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:18810::::::::60:::::::|h[Wild Growth Spaulders]|h|r,,2,false,Mail,Shoulder,,Machinehead-Fairbanks
Oblivianne-Fairbanks,6/14/20,22:08:02,1592204882-13,[Earthfury Belt],16838,item:16838::::::::60,Main Spec,10,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16944::::::::60:::::::|h[Belt of Ten Storms]|h|r,,1,false,Mail,Waist,,Geas-Fairbanks
Oblivianne-Fairbanks,2/11/20,23:45:04,1581500704-16,[Legplates of Ten Storms],16946,item:16946::::::::60,Main Spec,7,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16843::::::::60:::::::|h[Earthfury Legguards]|h|r,,1,false,Mail,Legs,,Kuwanger-Fairbanks
Terryfunk-Fairbanks,11/17/19,00:00:00,1573966800-272,[Mature Black Dragon Sinew],18705,item:18705::::::::60,Response,nil,HUNTER,Onyxia's Lair,Onyxia,,249,,,,1,false,Quest,,,Terryfunk-Fairbanks
Terryfunk-Fairbanks,12/01/19,00:00:00,1575176400-288,[Dragonstalker's Helm],16939,item:16939::::::::60,Response,nil,HUNTER,Onyxia's Lair,Onyxia,,249,,,,1,false,Mail,Head,,Terryfunk-Fairbanks
Terryfunk-Fairbanks,11/05/19,00:00:00,1572930000-336,[Giantstalker's Leggings],16847,item:16847::::::::60,Response,nil,HUNTER,Molten Core,Magmadar,,409,,,,1,false,Mail,Legs,,Terryfunk-Fairbanks
Terryfunk-Fairbanks,11/11/19,00:00:00,1573448400-367,[Giantstalker's Helmet],16846,item:16846::::::::60,Response,nil,HUNTER,Molten Core,Garr,,409,,,,1,false,Mail,Head,,Terryfunk-Fairbanks
Terryfunk-Fairbanks,12/03/19,00:00:00,1575349200-472,[Giantstalker's Epaulets],16848,item:16848::::::::60,Response,nil,HUNTER,Molten Core,Sulfuron Harbinger,,409,,,,1,false,Mail,Shoulder,,Terryfunk-Fairbanks
Terryfunk-Fairbanks,12/10/19,00:00:00,1575954000-482,[Giantstalker's Belt],16851,item:16851::::::::60,Response,nil,HUNTER,Molten Core,Molten Core Trash,,409,,,,1,false,Mail,Waist,,Terryfunk-Fairbanks
Terryfunk-Fairbanks,12/10/19,00:00:00,1575954000-495,[Giantstalker's Gloves],16852,item:16852::::::::60,Response,nil,HUNTER,Molten Core,Shazzrah,,409,,,,1,false,Mail,Hands,,Terryfunk-Fairbanks
Terryfunk-Fairbanks,12/10/19,00:00:00,1575954000-501,[Ancient Petrified Leaf],18703,item:18703::::::::60,Response,nil,HUNTER,Molten Core,Majordomo Executus,,409,,,,1,false,Quest,,,Terryfunk-Fairbanks
Terryfunk-Fairbanks,1/28/20,22:27:36,1580286456-6,[Giantstalker's Boots],16849,item:16849::::::::60,Best in Slot,10,HUNTER,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:16675:911:::::::60:::1::::|h[Beaststalker's Boots]|h|r,,1,false,Mail,Feet,,Gehennas
Terryfunk-Fairbanks,2/25/20,22:17:46,1582705066-2,[Arcane Infused Gem],19336,item:19336::::::::60,Pass,4,HUNTER,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cff0070dd|Hitem:13965::::::::60:::11::::|h[Blackhand's Breadth]|h|r,|cff0070dd|Hitem:18473::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,PASS,false,Miscellaneous,Trinket,,Razorgore the Untamed
Terryfunk-Fairbanks,2/26/20,01:15:56,1582715756-8,"[Ashjre'thul, Crossbow of Smiting]",19361,item:19361::::::::60,Main Spec,11,HUNTER,Blackwing Lair-40 Player,Chromaggus,9,469,40,"|cffa335ee|Hitem:18713:664:::::::60:::11::::|h[Rhok'delar, Longbow of the Ancient Keepers]|h|r",,1,false,Crossbows,,,Chromaggus
Terryfunk-Fairbanks,2/27/20,23:11:27,1582881087-4,[Head of Nefarian],19002,item:19002::::::::60,Main Spec,4,HUNTER,Blackwing Lair-40 Player,Nefarian,9,469,40,,,1,false,Quest,,,Nefarian
Terryfunk-Fairbanks,3/15/20,22:19:50,1584343190-16,[Shadowstrike],17074,item:17074::::::::60,PvP Item,6,HUNTER,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:18737:2564:::::::60:::1::::|h[Bone Slicing Hatchet]|h|r,|cff0070dd|Hitem:18737:2564:::::::60:::1::::|h[Bone Slicing Hatchet]|h|r,3,false,Polearms,Two-Hand,,Sulfuron Harbinger
Terryfunk-Fairbanks,3/22/20,22:21:12,1584948072-23,[The Eye of Divinity],18646,item:18646::::::::60,Autopass,0,HUNTER,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:13965::::::::60:::11::::|h[Blackhand's Breadth]|h|r,|cff0070dd|Hitem:18473::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,AUTOPASS,false,Miscellaneous,Trinket,,Majordomo Executus
Terryfunk-Fairbanks,3/31/20,22:47:54,1585727274-7,[Dragonstalker's Greaves],16941,item:16941::::::::60,Main Spec,9,HUNTER,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:16849:911:::::::60:::::::|h[Giantstalker's Boots]|h|r,,1,false,Mail,Feet,,Broodlord Lashlayer
Terryfunk-Fairbanks,12/03/19,23:30:07,1575676267-1,[Giantstalker's Epaulets],16848,item:16848::::::::60,Mainspec/Need,0,HUNTER,Molten Core,Sulfuron Harbinger,0,0,0,,,1,false,Mail,Shoulder,,Unknown
Terryfunk-Fairbanks,12/01/19,21:09:30,1575702570-1,[Dragonstalker's Helm],16939,item:16939::::::::60,Mainspec/Need,0,HUNTER,Onyxia's Lair,Onyxia,0,0,0,,,1,false,Mail,Head,,Unknown
Terryfunk-Fairbanks,11/17/19,22:35:07,1575765307-3,[Mature Black Dragon Sinew],18705,item:18705::::::::60,Mainspec/Need,0,HUNTER,Onyxia's Lair,Onyxia,0,1,0,,,1,false,Quest,,,Unknown
Terryfunk-Fairbanks,9/10/20,22:19:10,1599808750-2,[Dragonstalker's Bracers],16935,item:16935::::::::60,Mainspec/Need,0,HUNTER,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:16850:247:::::::60:::::::|h[Giantstalker's Bracers]|h|r,,1,false,Mail,Wrist,,Razorgore the Untamed
Terryfunk-Fairbanks,9/16/20,00:47:34,1600249654-2,[Vanquished Tentacle of C'Thun],21579,item:21579::::::::60,Main Spec,0,HUNTER,Ahn'Qiraj Temple-40 Player,Unknown,9,531,40,|cff0070dd|Hitem:13965::::::::60:::11::::|h[Blackhand's Breadth]|h|r,|cff0070dd|Hitem:18473::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,1,false,Miscellaneous,Trinket,,Terryfunk-Fairbanks
Terryfunk-Fairbanks,9/17/20,22:39:18,1600414758-9,[Dragonstalker's Gauntlets],16940,item:16940::::::::60,Mainspec/Need,3,HUNTER,Blackwing Lair-40 Player,Firemaw,9,469,40,|cffa335ee|Hitem:16852:1887:::::::60:::::::|h[Giantstalker's Gloves]|h|r,,1,false,Mail,Hands,,Firemaw
Terryfunk-Fairbanks,9/27/20,22:05:19,1601276719-20,[Dragonstalker's Spaulders],16937,item:16937::::::::60,Main Spec,5,HUNTER,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:16848:2606:::::::60:::::::|h[Giantstalker's Epaulets]|h|r,,1,false,Mail,Shoulder,,Chromaggus
